"Label (Grouping)","Alabama!!Estimate","Alabama!!Margin of Error","Alabama!!Percent","Alabama!!Percent Margin of Error","Alaska!!Estimate","Alaska!!Margin of Error","Alaska!!Percent","Alaska!!Percent Margin of Error","Arizona!!Estimate","Arizona!!Margin of Error","Arizona!!Percent","Arizona!!Percent Margin of Error","Arkansas!!Estimate","Arkansas!!Margin of Error","Arkansas!!Percent","Arkansas!!Percent Margin of Error","California!!Estimate","California!!Margin of Error","California!!Percent","California!!Percent Margin of Error","Colorado!!Estimate","Colorado!!Margin of Error","Colorado!!Percent","Colorado!!Percent Margin of Error","Connecticut!!Estimate","Connecticut!!Margin of Error","Connecticut!!Percent","Connecticut!!Percent Margin of Error","Delaware!!Estimate","Delaware!!Margin of Error","Delaware!!Percent","Delaware!!Percent Margin of Error","District of Columbia!!Estimate","District of Columbia!!Margin of Error","District of Columbia!!Percent","District of Columbia!!Percent Margin of Error","Florida!!Estimate","Florida!!Margin of Error","Florida!!Percent","Florida!!Percent Margin of Error","Georgia!!Estimate","Georgia!!Margin of Error","Georgia!!Percent","Georgia!!Percent Margin of Error","Hawaii!!Estimate","Hawaii!!Margin of Error","Hawaii!!Percent","Hawaii!!Percent Margin of Error","Idaho!!Estimate","Idaho!!Margin of Error","Idaho!!Percent","Idaho!!Percent Margin of Error","Illinois!!Estimate","Illinois!!Margin of Error","Illinois!!Percent","Illinois!!Percent Margin of Error","Indiana!!Estimate","Indiana!!Margin of Error","Indiana!!Percent","Indiana!!Percent Margin of Error","Iowa!!Estimate","Iowa!!Margin of Error","Iowa!!Percent","Iowa!!Percent Margin of Error","Kansas!!Estimate","Kansas!!Margin of Error","Kansas!!Percent","Kansas!!Percent Margin of Error","Kentucky!!Estimate","Kentucky!!Margin of Error","Kentucky!!Percent","Kentucky!!Percent Margin of Error","Louisiana!!Estimate","Louisiana!!Margin of Error","Louisiana!!Percent","Louisiana!!Percent Margin of Error","Maine!!Estimate","Maine!!Margin of Error","Maine!!Percent","Maine!!Percent Margin of Error","Maryland!!Estimate","Maryland!!Margin of Error","Maryland!!Percent","Maryland!!Percent Margin of Error","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","Michigan!!Estimate","Michigan!!Margin of Error","Michigan!!Percent","Michigan!!Percent Margin of Error","Minnesota!!Estimate","Minnesota!!Margin of Error","Minnesota!!Percent","Minnesota!!Percent Margin of Error","Mississippi!!Estimate","Mississippi!!Margin of Error","Mississippi!!Percent","Mississippi!!Percent Margin of Error","Missouri!!Estimate","Missouri!!Margin of Error","Missouri!!Percent","Missouri!!Percent Margin of Error","Montana!!Estimate","Montana!!Margin of Error","Montana!!Percent","Montana!!Percent Margin of Error","Nebraska!!Estimate","Nebraska!!Margin of Error","Nebraska!!Percent","Nebraska!!Percent Margin of Error","Nevada!!Estimate","Nevada!!Margin of Error","Nevada!!Percent","Nevada!!Percent Margin of Error","New Hampshire!!Estimate","New Hampshire!!Margin of Error","New Hampshire!!Percent","New Hampshire!!Percent Margin of Error","New Jersey!!Estimate","New Jersey!!Margin of Error","New Jersey!!Percent","New Jersey!!Percent Margin of Error","New Mexico!!Estimate","New Mexico!!Margin of Error","New Mexico!!Percent","New Mexico!!Percent Margin of Error","New York!!Estimate","New York!!Margin of Error","New York!!Percent","New York!!Percent Margin of Error","North Carolina!!Estimate","North Carolina!!Margin of Error","North Carolina!!Percent","North Carolina!!Percent Margin of Error","North Dakota!!Estimate","North Dakota!!Margin of Error","North Dakota!!Percent","North Dakota!!Percent Margin of Error","Ohio!!Estimate","Ohio!!Margin of Error","Ohio!!Percent","Ohio!!Percent Margin of Error","Oklahoma!!Estimate","Oklahoma!!Margin of Error","Oklahoma!!Percent","Oklahoma!!Percent Margin of Error","Oregon!!Estimate","Oregon!!Margin of Error","Oregon!!Percent","Oregon!!Percent Margin of Error","Pennsylvania!!Estimate","Pennsylvania!!Margin of Error","Pennsylvania!!Percent","Pennsylvania!!Percent Margin of Error","Rhode Island!!Estimate","Rhode Island!!Margin of Error","Rhode Island!!Percent","Rhode Island!!Percent Margin of Error","South Carolina!!Estimate","South Carolina!!Margin of Error","South Carolina!!Percent","South Carolina!!Percent Margin of Error","South Dakota!!Estimate","South Dakota!!Margin of Error","South Dakota!!Percent","South Dakota!!Percent Margin of Error","Tennessee!!Estimate","Tennessee!!Margin of Error","Tennessee!!Percent","Tennessee!!Percent Margin of Error","Texas!!Estimate","Texas!!Margin of Error","Texas!!Percent","Texas!!Percent Margin of Error","Utah!!Estimate","Utah!!Margin of Error","Utah!!Percent","Utah!!Percent Margin of Error","Vermont!!Estimate","Vermont!!Margin of Error","Vermont!!Percent","Vermont!!Percent Margin of Error","Virginia!!Estimate","Virginia!!Margin of Error","Virginia!!Percent","Virginia!!Percent Margin of Error","Washington!!Estimate","Washington!!Margin of Error","Washington!!Percent","Washington!!Percent Margin of Error","West Virginia!!Estimate","West Virginia!!Margin of Error","West Virginia!!Percent","West Virginia!!Percent Margin of Error","Wisconsin!!Estimate","Wisconsin!!Margin of Error","Wisconsin!!Percent","Wisconsin!!Percent Margin of Error","Wyoming!!Estimate","Wyoming!!Margin of Error","Wyoming!!Percent","Wyoming!!Percent Margin of Error","Puerto Rico!!Estimate","Puerto Rico!!Margin of Error","Puerto Rico!!Percent","Puerto Rico!!Percent Margin of Error"
"        35 to 44 years","632,416","±6,828","12.5%","±0.1","104,911","±2,321","14.3%","±0.3","926,470","±3,486","12.6%","±0.1","387,640","±5,291","12.7%","±0.2","5,395,388","±6,299","13.8%","±0.1","860,355","±4,634","14.7%","±0.1","460,313","±3,161","12.7%","±0.1","125,307","±1,673","12.3%","±0.2","111,221","±556","16.6%","±0.1","2,799,499","±6,031","12.6%","±0.1","1,469,050","±9,322","13.5%","±0.1","192,131","±2,045","13.3%","±0.1","256,103","±2,768","13.2%","±0.1","1,673,268","±4,916","13.3%","±0.1","866,145","±5,744","12.7%","±0.1","405,073","±3,984","12.7%","±0.1","382,629","±4,129","13.0%","±0.1","569,323","±4,118","12.6%","±0.1","611,300","±7,460","13.3%","±0.2","169,999","±2,123","12.3%","±0.2","840,212","±3,288","13.6%","±0.1","907,291","±2,563","13.0%","±0.1","1,219,208","±4,493","12.2%","±0.1","781,414","±3,540","13.7%","±0.1","379,896","±5,130","12.9%","±0.2","794,549","±3,759","12.9%","±0.1","146,403","±2,162","13.0%","±0.2","263,908","±2,863","13.4%","±0.1","440,794","±2,652","13.9%","±0.1","172,049","±2,332","12.3%","±0.2","1,233,720","±4,460","13.3%","±0.1","275,394","±5,656","13.0%","±0.3","2,536,794","±5,262","12.9%","±0.1","1,376,684","±9,680","12.9%","±0.1","106,486","±3,191","13.7%","±0.4","1,475,428","±6,917","12.6%","±0.1","532,522","±3,088","13.2%","±0.1","593,849","±3,871","14.0%","±0.1","1,623,572","±4,694","12.5%","±0.1","137,922","±1,955","12.6%","±0.2","667,920","±5,130","12.6%","±0.1","116,031","±2,536","12.8%","±0.3","909,015","±5,983","12.9%","±0.1","4,238,922","±13,520","14.1%","±0.1","461,217","±2,897","13.6%","±0.1","80,179","±1,463","12.4%","±0.2","1,180,820","±7,952","13.6%","±0.1","1,115,638","±4,379","14.3%","±0.1","216,666","±3,117","12.2%","±0.2","742,993","±4,214","12.6%","±0.1","81,607","±2,489","14.0%","±0.4","398,749","±4,150","12.4%","±0.1"
"        45 to 54 years","617,680","±6,741","12.2%","±0.1","81,813","±2,107","11.2%","±0.3","855,266","±3,404","11.6%","±0.1","363,403","±5,202","11.9%","±0.2","4,877,813","±5,081","12.5%","±0.1","704,694","±4,876","12.1%","±0.1","455,401","±2,925","12.6%","±0.1","112,870","±1,354","11.1%","±0.1","71,561","±299","10.7%","±0.1","2,734,163","±6,085","12.3%","±0.1","1,399,249","±8,325","12.8%","±0.1","170,144","±1,706","11.8%","±0.1","219,658","±2,605","11.3%","±0.1","1,557,011","±4,411","12.4%","±0.1","815,195","±5,428","11.9%","±0.1","361,104","±3,536","11.3%","±0.1","323,536","±3,795","11.0%","±0.1","557,593","±3,842","12.4%","±0.1","533,153","±6,746","11.6%","±0.1","169,264","±1,819","12.2%","±0.1","772,926","±3,339","12.5%","±0.1","858,029","±2,737","12.3%","±0.1","1,201,643","±3,876","12.0%","±0.1","656,345","±3,433","11.5%","±0.1","353,218","±4,700","12.0%","±0.2","714,086","±4,029","11.6%","±0.1","123,314","±1,905","11.0%","±0.2","215,803","±2,633","11.0%","±0.1","397,253","±2,438","12.5%","±0.1","171,645","±2,086","12.3%","±0.1","1,195,456","±3,279","12.9%","±0.1","238,273","±5,461","11.3%","±0.3","2,405,807","±5,138","12.2%","±0.1","1,345,894","±6,816","12.6%","±0.1","75,736","±2,146","9.7%","±0.3","1,402,439","±5,078","11.9%","±0.1","456,850","±2,820","11.4%","±0.1","524,584","±3,430","12.4%","±0.1","1,541,463","±5,970","11.9%","±0.1","129,195","±1,771","11.8%","±0.2","630,345","±4,817","11.9%","±0.1","97,020","±1,939","10.7%","±0.2","867,729","±5,074","12.3%","±0.1","3,687,865","±11,503","12.3%","±0.1","373,195","±2,856","11.0%","±0.1","75,793","±906","11.7%","±0.1","1,068,270","±7,200","12.3%","±0.1","936,835","±5,030","12.0%","±0.1","221,995","±2,372","12.5%","±0.1","692,508","±3,795","11.8%","±0.1","64,361","±2,442","11.1%","±0.4","404,722","±2,705","12.6%","±0.1"
"        55 to 59 years","318,087","±8,050","6.3%","±0.2","43,503","±2,650","5.9%","±0.4","414,587","±8,217","5.6%","±0.1","181,881","±5,768","6.0%","±0.2","2,356,663","±21,121","6.0%","±0.1","327,914","±7,711","5.6%","±0.1","256,256","±7,236","7.1%","±0.2","65,121","±3,332","6.4%","±0.3","30,859","±2,580","4.6%","±0.4","1,472,092","±14,726","6.6%","±0.1","681,208","±11,773","6.2%","±0.1","85,230","±3,733","5.9%","±0.3","108,296","±4,584","5.6%","±0.2","798,387","±11,603","6.3%","±0.1","414,046","±8,314","6.1%","±0.1","188,738","±5,263","5.9%","±0.2","171,124","±4,600","5.8%","±0.2","279,552","±6,123","6.2%","±0.1","262,705","±7,345","5.7%","±0.2","101,581","±3,825","7.3%","±0.3","408,464","±8,481","6.6%","±0.1","474,572","±9,103","6.8%","±0.1","649,226","±9,872","6.5%","±0.1","348,705","±6,446","6.1%","±0.1","166,777","±5,418","5.7%","±0.2","375,467","±8,606","6.1%","±0.1","64,992","±3,110","5.8%","±0.3","106,172","±3,795","5.4%","±0.2","198,602","±6,316","6.2%","±0.2","103,977","±4,218","7.5%","±0.3","625,009","±9,556","6.7%","±0.1","124,063","±4,690","5.9%","±0.2","1,305,675","±16,000","6.6%","±0.1","664,013","±10,109","6.2%","±0.1","42,226","±2,266","5.4%","±0.3","740,167","±10,558","6.3%","±0.1","223,204","±4,527","5.6%","±0.1","242,699","±6,940","5.7%","±0.2","847,170","±12,527","6.5%","±0.1","73,528","±4,784","6.7%","±0.4","326,972","±7,902","6.2%","±0.1","51,885","±2,753","5.7%","±0.3","449,565","±10,069","6.4%","±0.1","1,641,396","±19,758","5.5%","±0.1","149,430","±5,082","4.4%","±0.2","41,144","±2,636","6.4%","±0.4","557,202","±10,446","6.4%","±0.1","451,753","±9,120","5.8%","±0.1","114,295","±4,335","6.4%","±0.2","392,381","±6,590","6.7%","±0.1","35,054","±2,514","6.0%","±0.4","215,212","±4,941","6.7%","±0.2"
"        60 to 64 years","341,576","±7,691","6.7%","±0.2","43,617","±2,428","5.9%","±0.3","456,688","±8,413","6.2%","±0.1","199,981","±5,525","6.6%","±0.2","2,333,548","±20,142","6.0%","±0.1","359,438","±7,548","6.2%","±0.1","258,996","±7,535","7.1%","±0.2","78,000","±3,361","7.7%","±0.3","32,983","±2,547","4.9%","±0.4","1,520,481","±15,421","6.8%","±0.1","655,201","±11,422","6.0%","±0.1","91,593","±3,717","6.4%","±0.3","116,248","±4,668","6.0%","±0.2","809,415","±11,423","6.4%","±0.1","444,697","±8,478","6.5%","±0.1","214,051","±5,253","6.7%","±0.2","183,941","±4,429","6.3%","±0.2","306,759","±6,254","6.8%","±0.1","316,836","±7,025","6.9%","±0.2","110,528","±3,705","8.0%","±0.3","416,883","±9,243","6.8%","±0.1","478,771","±9,420","6.9%","±0.1","715,940","±9,692","7.1%","±0.1","394,033","±6,143","6.9%","±0.1","198,731","±5,254","6.8%","±0.2","429,809","±8,025","7.0%","±0.1","78,615","±3,145","7.0%","±0.3","128,331","±3,843","6.5%","±0.2","192,290","±6,528","6.1%","±0.2","113,123","±3,814","8.1%","±0.3","632,491","±9,532","6.8%","±0.1","136,301","±4,622","6.4%","±0.2","1,317,119","±16,283","6.7%","±0.1","698,486","±9,667","6.5%","±0.1","47,320","±2,212","6.1%","±0.3","805,159","±10,467","6.8%","±0.1","251,612","±4,584","6.3%","±0.1","269,737","±7,134","6.4%","±0.2","923,164","±12,041","7.1%","±0.1","80,450","±4,499","7.4%","±0.4","367,405","±7,833","7.0%","±0.1","63,738","±2,480","7.0%","±0.3","459,649","±9,689","6.5%","±0.1","1,662,758","±20,436","5.5%","±0.1","160,595","±5,161","4.8%","±0.2","53,185","±2,631","8.2%","±0.4","553,826","±10,199","6.4%","±0.1","480,544","±8,760","6.2%","±0.1","126,356","±4,443","7.1%","±0.3","424,503","±6,714","7.2%","±0.1","38,352","±2,618","6.6%","±0.5","223,075","±4,940","6.9%","±0.2"
"        65 to 74 years","546,189","±3,401","10.8%","±0.1","68,896","±1,490","9.4%","±0.2","781,078","±1,766","10.6%","±0.1","315,159","±2,782","10.3%","±0.1","3,568,539","±3,856","9.1%","±0.1","562,352","±2,749","9.6%","±0.1","381,828","±2,093","10.5%","±0.1","126,996","±878","12.5%","±0.1","50,100","±625","7.5%","±0.1","2,604,014","±4,745","11.7%","±0.1","998,558","±4,756","9.2%","±0.1","163,041","±884","11.3%","±0.1","200,204","±1,599","10.3%","±0.1","1,262,869","±3,092","10.0%","±0.1","688,473","±2,800","10.1%","±0.1","341,121","±2,260","10.7%","±0.1","296,501","±2,118","10.1%","±0.1","477,806","±2,400","10.6%","±0.1","472,005","±2,980","10.3%","±0.1","185,668","±1,081","13.4%","±0.1","608,167","±2,992","9.9%","±0.1","731,781","±1,981","10.5%","±0.1","1,123,560","±2,619","11.2%","±0.1","582,404","±1,744","10.2%","±0.1","309,684","±2,900","10.5%","±0.1","651,424","±2,618","10.5%","±0.1","138,176","±1,491","12.3%","±0.1","196,677","±1,677","10.0%","±0.1","324,759","±1,726","10.2%","±0.1","170,182","±1,622","12.2%","±0.1","924,597","±2,334","10.0%","±0.1","241,981","±2,587","11.5%","±0.1","2,032,279","±3,113","10.3%","±0.1","1,115,768","±4,649","10.4%","±0.1","75,806","±1,021","9.7%","±0.1","1,287,086","±3,179","10.9%","±0.1","390,170","±2,110","9.7%","±0.1","487,945","±2,643","11.5%","±0.1","1,467,823","±3,254","11.3%","±0.1","120,395","±1,182","11.0%","±0.1","608,018","±3,552","11.5%","±0.1","101,562","±1,426","11.2%","±0.2","729,543","±3,207","10.3%","±0.1","2,461,155","±6,462","8.2%","±0.1","245,616","±1,494","7.3%","±0.1","83,560","±625","12.9%","±0.1","858,719","±4,240","9.9%","±0.1","786,321","±3,107","10.1%","±0.1","224,674","±1,480","12.7%","±0.1","658,466","±2,205","11.2%","±0.1","68,377","±1,283","11.8%","±0.2","383,979","*****","11.9%","*****"
"        75 to 84 years","281,791","±4,988","5.6%","±0.1","26,870","±1,051","3.7%","±0.1","471,625","±6,080","6.4%","±0.1","169,508","±3,539","5.6%","±0.1","1,878,688","±10,550","4.8%","±0.1","268,623","±4,243","4.6%","±0.1","199,913","±4,114","5.5%","±0.1","66,312","±2,204","6.5%","±0.2","27,846","±1,331","4.1%","±0.2","1,638,608","±13,310","7.4%","±0.1","502,309","±6,220","4.6%","±0.1","94,511","±2,631","6.6%","±0.2","98,886","±2,573","5.1%","±0.1","656,343","±7,255","5.2%","±0.1","350,997","±4,719","5.1%","±0.1","179,782","±3,619","5.6%","±0.1","151,007","±3,966","5.1%","±0.1","235,960","±4,136","5.2%","±0.1","236,926","±4,325","5.2%","±0.1","94,186","±2,341","6.8%","±0.2","317,893","±5,212","5.2%","±0.1","381,747","±5,856","5.5%","±0.1","552,700","±6,536","5.5%","±0.1","295,745","±4,193","5.2%","±0.1","153,908","±3,607","5.2%","±0.1","342,439","±4,680","5.5%","±0.1","67,441","±2,376","6.0%","±0.2","100,598","±2,720","5.1%","±0.1","170,974","±3,504","5.4%","±0.1","82,122","±2,261","5.9%","±0.2","501,190","±6,927","5.4%","±0.1","125,380","±3,267","5.9%","±0.2","1,097,128","±9,505","5.6%","±0.1","576,762","±6,216","5.4%","±0.1","37,296","±1,584","4.8%","±0.2","647,241","±7,920","5.5%","±0.1","208,329","±3,338","5.2%","±0.1","245,665","±5,112","5.8%","±0.1","771,084","±6,913","5.9%","±0.1","62,229","±2,413","5.7%","±0.2","308,314","±5,364","5.8%","±0.1","45,076","±1,951","5.0%","±0.2","371,939","±4,609","5.3%","±0.1","1,191,925","±8,816","4.0%","±0.1","120,140","±2,515","3.6%","±0.1","42,914","±1,751","6.6%","±0.3","453,375","±5,368","5.2%","±0.1","390,798","±5,026","5.0%","±0.1","115,024","±2,752","6.5%","±0.2","324,703","±5,195","5.5%","±0.1","31,530","±1,278","5.4%","±0.2","275,913","±4,873","8.6%","±0.2"
"        85 years and over","85,033","±4,043","1.7%","±0.1","5,708","±1,088","0.8%","±0.1","129,251","±5,942","1.8%","±0.1","54,175","±3,442","1.8%","±0.1","711,675","±10,594","1.8%","±0.1","84,686","±4,188","1.5%","±0.1","81,971","±3,931","2.3%","±0.1","18,872","±1,938","1.9%","±0.2","9,408","±1,268","1.4%","±0.2","551,792","±13,118","2.5%","±0.1","143,408","±5,346","1.3%","±0.1","37,102","±2,403","2.6%","±0.2","30,440","±2,213","1.6%","±0.1","245,728","±6,956","2.0%","±0.1","117,956","±4,559","1.7%","±0.1","67,976","±3,467","2.1%","±0.1","58,834","±3,579","2.0%","±0.1","77,347","±3,988","1.7%","±0.1","71,130","±3,993","1.5%","±0.1","33,039","±2,330","2.4%","±0.2","116,719","±5,058","1.9%","±0.1","146,572","±5,755","2.1%","±0.1","201,302","±6,357","2.0%","±0.1","116,898","±3,675","2.0%","±0.1","49,592","±3,365","1.7%","±0.1","119,273","±4,589","1.9%","±0.1","20,519","±2,160","1.8%","±0.2","37,622","±2,187","1.9%","±0.1","42,758","±3,468","1.3%","±0.1","29,679","±2,246","2.1%","±0.2","185,939","±6,768","2.0%","±0.1","37,423","±2,806","1.8%","±0.1","435,189","±9,019","2.2%","±0.1","174,084","±5,374","1.6%","±0.1","17,191","±1,640","2.2%","±0.2","234,338","±7,240","2.0%","±0.1","63,497","±3,211","1.6%","±0.1","83,104","±4,716","2.0%","±0.1","300,147","±6,595","2.3%","±0.1","23,493","±2,432","2.1%","±0.2","92,286","±4,537","1.7%","±0.1","19,271","±1,861","2.1%","±0.2","116,482","±4,436","1.7%","±0.1","384,005","±9,431","1.3%","±0.1","37,943","±2,284","1.1%","±0.1","13,353","±1,473","2.1%","±0.2","149,948","±4,539","1.7%","±0.1","132,023","±4,918","1.7%","±0.1","36,464","±2,479","2.1%","±0.1","119,217","±4,839","2.0%","±0.1","8,081","±1,098","1.4%","±0.2","96,954","±4,874","3.0%","±0.2"
"        Median age (years)","39.6","±0.2","(X)","(X)","35.9","±0.3","(X)","(X)","38.8","±0.1","(X)","(X)","38.9","±0.3","(X)","(X)","37.9","±0.1","(X)","(X)","37.7","±0.2","(X)","(X)","40.9","±0.2","(X)","(X)","41.5","±0.3","(X)","(X)","34.9","±0.1","(X)","(X)","42.7","±0.1","(X)","(X)","37.6","±0.1","(X)","(X)","40.8","±0.2","(X)","(X)","37.5","±0.2","(X)","(X)","39.1","±0.3","(X)","(X)","38.2","±0.2","(X)","(X)","38.9","±0.2","(X)","(X)","37.6","±0.2","(X)","(X)","39.4","±0.2","(X)","(X)","38.2","±0.2","(X)","(X)","45.1","±0.2","(X)","(X)","39.7","±0.2","(X)","(X)","40.3","±0.2","(X)","(X)","40.3","±0.1","(X)","(X)","39.0","±0.2","(X)","(X)","38.9","±0.2","(X)","(X)","39.1","±0.2","(X)","(X)","40.2","±0.3","(X)","(X)","37.4","±0.2","(X)","(X)","39.0","±0.2","(X)","(X)","43.3","±0.2","(X)","(X)","40.4","±0.1","(X)","(X)","39.4","±0.3","(X)","(X)","40.0","±0.2","(X)","(X)","39.2","±0.2","(X)","(X)","36.2","±0.3","(X)","(X)","39.9","±0.1","(X)","(X)","37.1","±0.2","(X)","(X)","40.5","±0.2","(X)","(X)","40.9","±0.2","(X)","(X)","40.7","±0.4","(X)","(X)","40.5","±0.2","(X)","(X)","38.5","±0.4","(X)","(X)","39.2","±0.1","(X)","(X)","35.6","±0.1","(X)","(X)","32.1","±0.2","(X)","(X)","43.2","±0.3","(X)","(X)","39.0","±0.2","(X)","(X)","38.4","±0.2","(X)","(X)","42.9","±0.2","(X)","(X)","40.4","±0.2","(X)","(X)","39.1","±0.5","(X)","(X)","44.7","±0.1","(X)","(X)"
"        Under 18 years","1,111,028","±2,849","21.9%","±0.1","175,745","±1,149","24.0%","±0.2","1,587,603","±1,225","21.6%","±0.1","695,832","±1,803","22.8%","±0.1","8,499,006","±2,865","21.8%","±0.1","1,211,095","±1,544","20.7%","±0.1","730,424","±1,333","20.1%","±0.1","208,227","±28","20.4%","±0.1","124,244","±5","18.5%","±0.1","4,294,894","±2,672","19.3%","±0.1","2,505,668","±3,285","23.0%","±0.1","296,866","±328","20.6%","±0.1","464,620","±1,963","24.0%","±0.1","2,716,206","±2,092","21.6%","±0.1","1,569,374","±2,520","23.0%","±0.1","716,748","±2,054","22.4%","±0.1","688,212","±1,761","23.4%","±0.1","1,004,880","±2,064","22.3%","±0.1","1,058,860","±1,936","23.1%","±0.1","245,491","±1,248","17.7%","±0.1","1,346,731","±1,757","21.8%","±0.1","1,335,988","±1,461","19.1%","±0.1","2,106,228","±1,843","21.0%","±0.1","1,288,213","±2,076","22.5%","±0.1","676,085","±1,632","23.0%","±0.1","1,362,791","±3,007","22.1%","±0.1","234,182","±1,494","20.9%","±0.1","474,697","±1,455","24.1%","±0.1","689,653","±778","21.7%","±0.1","251,693","±1,466","18.0%","±0.1","1,990,177","±1,330","21.5%","±0.1","455,475","±2,658","21.6%","±0.1","3,981,238","±1,895","20.2%","±0.1","2,292,928","±3,298","21.4%","±0.1","180,965","±1,101","23.2%","±0.1","2,558,156","±2,386","21.8%","±0.1","953,422","±1,142","23.7%","±0.1","832,367","±1,855","19.6%","±0.1","2,622,158","±1,531","20.2%","±0.1","203,146","±944","18.6%","±0.1","1,117,142","±1,713","21.1%","±0.1","218,981","±1,686","24.1%","±0.2","1,535,133","±3,376","21.8%","±0.1","7,439,663","±4,366","24.8%","±0.1","930,593","±1,211","27.5%","±0.1","113,734","±1,001","17.6%","±0.2","1,862,087","±2,725","21.4%","±0.1","1,644,027","±1,447","21.1%","±0.1","351,543","±1,865","19.8%","±0.1","1,241,780","±2,042","21.1%","±0.1","129,603","±1,371","22.3%","±0.2","518,336","*****","16.1%","*****"
"        16 years and over","4,093,740","±4,260","80.7%","±0.1","575,934","±1,907","78.5%","±0.3","5,961,733","±4,935","81.0%","±0.1","2,430,600","±3,862","79.8%","±0.1","31,552,708","±14,148","80.8%","±0.1","4,776,317","±4,041","81.8%","±0.1","2,986,455","±3,522","82.4%","±0.1","835,365","±1,817","82.0%","±0.2","557,547","±1,281","83.0%","±0.2","18,459,053","±8,546","83.0%","±0.1","8,708,310","±8,015","79.8%","±0.1","1,175,667","±1,762","81.6%","±0.1","1,530,729","±3,002","78.9%","±0.2","10,199,598","±6,710","81.1%","±0.1","5,456,066","±5,592","79.8%","±0.1","2,570,925","±3,155","80.3%","±0.1","2,330,842","±3,316","79.4%","±0.1","3,626,511","±4,296","80.4%","±0.1","3,656,541","±5,274","79.7%","±0.1","1,170,061","±1,904","84.5%","±0.1","4,974,349","±4,883","80.7%","±0.1","5,805,465","±4,305","83.1%","±0.1","8,179,427","±5,182","81.5%","±0.1","4,579,443","±4,344","80.1%","±0.1","2,341,292","±4,084","79.6%","±0.1","4,974,792","±5,083","80.5%","±0.1","916,289","±1,971","81.6%","±0.2","1,547,790","±2,266","78.7%","±0.1","2,572,023","±3,226","80.9%","±0.1","1,177,400","±2,244","84.4%","±0.2","7,510,983","±5,793","81.1%","±0.1","1,710,459","±3,294","80.9%","±0.2","16,154,241","±7,485","82.1%","±0.1","8,671,939","±6,831","81.1%","±0.1","617,710","±1,839","79.3%","±0.2","9,506,533","±6,326","80.9%","±0.1","3,178,852","±2,953","79.1%","±0.1","3,509,464","±4,440","82.8%","±0.1","10,660,341","±5,825","82.2%","±0.1","916,019","±1,974","83.8%","±0.2","4,294,594","±4,868","81.3%","±0.1","716,965","±2,218","78.8%","±0.2","5,699,603","±6,142","80.8%","±0.1","23,471,441","±12,066","78.2%","±0.1","2,560,844","±3,184","75.7%","±0.1","548,050","±1,532","84.7%","±0.2","7,041,278","±5,566","81.1%","±0.1","6,328,051","±4,261","81.3%","±0.1","1,466,266","±3,123","82.6%","±0.2","4,802,830","±3,684","81.5%","±0.1","465,883","±1,595","80.1%","±0.3","2,781,341","±3,330","86.3%","±0.1"
"        18 years and over","3,963,268","±2,849","78.1%","±0.1","557,838","±1,149","76.0%","±0.2","5,771,594","±1,225","78.4%","±0.1","2,349,805","±1,803","77.2%","±0.1","30,530,336","±2,865","78.2%","±0.1","4,628,831","±1,544","79.3%","±0.1","2,895,781","±1,333","79.9%","±0.1","810,169","±28","79.6%","±0.1","547,559","±5","81.5%","±0.1","17,949,929","±2,672","80.7%","±0.1","8,407,208","±3,285","77.0%","±0.1","1,143,330","±328","79.4%","±0.1","1,474,413","±1,963","76.0%","±0.1","9,865,826","±2,092","78.4%","±0.1","5,263,663","±2,520","77.0%","±0.1","2,483,769","±2,054","77.6%","±0.1","2,248,938","±1,761","76.6%","±0.1","3,507,430","±2,064","77.7%","±0.1","3,531,381","±1,936","76.9%","±0.1","1,139,849","±1,248","82.3%","±0.1","4,817,929","±1,757","78.2%","±0.1","5,645,986","±1,461","80.9%","±0.1","7,927,890","±1,833","79.0%","±0.1","4,428,971","±2,076","77.5%","±0.1","2,263,972","±1,632","77.0%","±0.1","4,815,166","±3,007","77.9%","±0.1","888,685","±1,494","79.1%","±0.1","1,493,226","±1,455","75.9%","±0.1","2,488,119","±778","78.3%","±0.1","1,143,538","±1,466","82.0%","±0.1","7,271,522","±1,330","78.5%","±0.1","1,657,869","±2,658","78.4%","±0.1","15,695,913","±1,895","79.8%","±0.1","8,406,045","±3,298","78.6%","±0.1","598,296","±1,101","76.8%","±0.1","9,197,902","±2,386","78.2%","±0.1","3,066,378","±1,142","76.3%","±0.1","3,407,770","±1,855","80.4%","±0.1","10,349,850","±1,531","79.8%","±0.1","890,588","±944","81.4%","±0.1","4,165,492","±1,713","78.9%","±0.1","690,843","±1,686","75.9%","±0.2","5,516,206","±3,376","78.2%","±0.1","22,589,909","±4,366","75.2%","±0.1","2,450,207","±1,211","72.5%","±0.1","533,330","±1,001","82.4%","±0.2","6,821,532","±2,725","78.6%","±0.1","6,141,759","±1,447","78.9%","±0.1","1,423,613","±1,865","80.2%","±0.1","4,650,759","±2,042","78.9%","±0.1","451,778","±1,371","77.7%","±0.2","2,703,453","*****","83.9%","*****"
